FRAME s00
s00;137;24;24;器
s00;163;24;25;者
s00;189;24;23;列
s00;283;22;28;侖
s00;0;384;120;0
s00;144;384;280;以
s00;1360;384;248;就
s00;982;24;22;65
s00;928;334;16;皇
s00;947;334;16;后
s00;968;335;17;之
s00;987;334;18;玺
s00;927;648;18;妇
s00;947;648;19;好
s00;967;647;17;鶚
s00;987;647;18;尊
s00;1074;22;17;关
s00;1094;23;18;心
s00;1077;334;20;夜
s00;1098;335;19;行
s00;1119;335;17;饲
s00;1138;334;18;牌
s00;1089;648;17;天
s00;1109;648;17;亡
s00;1181;22;18;焕
s00;1201;21;18;彰
s00;1266;26;18;v
s00;1287;22;19;等
s00;1307;22;19;级
s00;1378;22;19;稀
s00;1398;22;19;有
s00;1418;22;19;度
s00;1381;335;17;克
s00;1400;335;18;拉
s00;1421;335;17;克
s00;1441;334;17;瓷
s00;1542;334;17;大
s00;1561;335;18;神
s00;1583;334;16;踅
s00;10;334;20;金
s00;32;335;17;瓯
s00;52;335;17;永
s00;73;335;15;固
s00;91;335;19;杯
s00;22;648;16;商
s00;41;648;17;周
s00;61;648;18;十
s00;81;647;18;供
s00;155;75;35;学
s00;191;92;42;一
s00;236;76;12;1
s00;247;72;30;《
s00;172;336;18;三
s00;193;335;16;兔
s00;213;335;16;藻
s00;233;334;17;井
s00;182;648;18;俚
s00;202;648;18;描
s00;222;647;18;盘
s00;324;335;17;敦
s00;344;334;17;煌
s00;364;335;17;飞
s00;384;335;17;天
s00;344;648;17;午
s00;365;648;15;门
s00;475;335;16;鎏
s00;493;335;20;金
s00;514;335;19;腑
s00;534;336;18;士
s00;484;648;18;天
s00;505;648;17;蓝
s00;524;648;18;瓶
s00;635;335;18;蝠
s00;655;335;19;祧
s00;675;335;18;瓶
s00;766;335;18;战
s00;787;335;16;国
s00;807;335;17;饲
s00;826;342;4;，
s00;828;335;18;水
s00;847;335;17;鉴
s00;625;648;18;聊
s00;666;648;16;图
s00;685;648;18;说
s00;777;648;16;丙
s00;797;648;17;午
s00;816;648;18;神
s00;836;648;18;钩
s00;1218;335;19;格
s00;1240;334;16;萨
s00;1260;335;16;尔
s00;1279;334;18;唐
s00;1299;334;18;卡
s00;1238;648;19;扯
s00;1260;647;16;淡
s00;1279;648;18;碑
s00;1381;648;17;外
s00;1401;648;16;褙
s00;1420;648;17;壁
s00;1441;648;17;纸
s00;1524;647;12;自
s00;1542;647;17;来
s00;1562;647;16;火
s00;1581;650;19;二
FRAME s01
s01;99;18;34;0
s01;137;24;24;器
s01;163;24;25;者
s01;189;24;23;列
s01;982;24;22;65
s01;1074;22;17;关
s01;1094;23;18;心
s01;1181;22;18;焕
s01;1201;21;18;彰
s01;1266;26;18;v
s01;1287;22;19;等
s01;1307;22;19;级
s01;1378;22;19;稀
s01;1398;22;19;有
s01;1418;22;19;度
FRAME s02
s02;99;18;34;0
s02;137;24;24;器
s02;163;24;25;者
s02;189;24;23;列
s02;333;334;19;样
s02;354;335;18;式
s02;374;334;17;雷
s02;474;335;19;着
s02;495;335;17;侯
s02;516;334;16;鸟
s02;535;334;18;尊
s02;617;334;17;荃
s02;637;334;16;叶
s02;657;334;17;生
s02;676;335;17;严
s02;697;335;16;画
s02;768;334;17;冷
s02;787;334;17;暖
s02;810;334;12;自
s02;826;335;19;知
s02;848;334;16;印
s02;982;24;22;65
s02;928;334;18;尤
s02;949;335;17;纹
s02;969;335;16;陶
s02;988;334;18;盘
s02;1074;22;17;关
s02;1094;23;18;心
s02;12;335;18;宴
s02;32;335;18;猎
s02;52;335;18;玟
s02;72;335;18;战
s02;93;334;17;壶
s02;174;334;16;鎏
s02;192;334;20;金
s02;213;335;19;很
s02;234;334;17;壶
s02;1181;22;18;焕
s02;1201;21;18;彰
s02;1266;26;18;v
s02;1287;22;19;等
s02;1307;22;19;级
s02;1230;335;18;驿
s02;1249;335;18;使
s02;1271;335;16;图
s02;1290;334;18;砖
s02;1378;22;19;稀
s02;1398;22;19;有
s02;1418;22;19;度
s02;1371;335;19;果
s02;1391;335;18;树
s02;1432;335;16;管
s02;1451;335;18;瓶
s02;1532;334;18;舞
s02;1553;334;16;蹈
s02;1573;335;17;陶
s02;1592;335;16;盆
FRAME s03
s03;137;24;24;器
s03;163;24;25;者
s03;189;24;23;列
s03;283;22;28;侖
s03;65;334;17;荃
s03;85;334;17;叶
s03;105;334;17;生
s03;125;335;17;严
s03;145;335;17;画
s03;216;334;17;冷
s03;235;334;18;暖
s03;258;334;13;自
s03;275;335;19;知
s03;297;334;16;印
s03;377;334;18;龙
s03;397;335;17;纹
s03;418;335;16;陶
s03;436;334;19;盘
s03;982;24;22;65
s03;980;334;19;舞
s03;1001;334;17;蹈
s03;1022;335;16;陶
s03;1041;335;18;簋
s03;1074;22;17;关
s03;1094;23;18;心
s03;1287;22;19;等
s03;1307;22;19;级
s03;1378;22;19;稀
s03;1398;22;19;有
s03;1418;22;19;度
s03;1478;16;32;@丿
s03;1181;22;18;焕
s03;1201;21;18;彰
s03;548;335;17;蛙
s03;568;335;17;锣
s03;679;335;17;驿
s03;698;335;18;使
s03;720;335;15;图
s03;739;334;18;砖
s03;819;335;19;果
s03;839;335;18;树
s03;859;335;20;叹
s03;880;335;17;管
s03;900;335;18;甌
s03;1123;335;15;白
s03;1142;335;18;釉
s03;1162;335;17;绿
s03;1182;335;17;彩
s03;1202;335;18;甌
s03;1291;335;20;人
s03;1313;335;17;头
s03;1333;335;18;甌
s03;1443;336;18;心
s03;1465;335;17;形
s03;1483;334;19;枪
FRAME s04
s04;137;24;24;器
s04;163;24;25;者
s04;189;24;23;列
s04;283;22;28;侖
s04;85;334;17;叶
s04;105;334;17;生
s04;125;335;17;严
s04;145;335;17;画
s04;216;334;17;冷
s04;235;334;18;暖
s04;258;334;13;自
s04;275;335;19;知
s04;297;334;16;印
s04;377;334;18;龙
s04;397;335;17;纹
s04;418;335;16;陶
s04;436;334;19;盘
s04;982;24;22;65
s04;980;334;19;舞
s04;1001;334;17;蹈
s04;1022;335;16;陶
s04;1041;335;18;簋
s04;1074;22;17;关
s04;1094;23;18;心
s04;1287;22;19;等
s04;1307;22;19;级
s04;1378;22;19;稀
s04;1398;22;19;有
s04;1418;22;19;度
s04;1478;16;32;@丿
s04;1181;22;18;焕
s04;1201;21;18;彰
s04;548;335;17;蛙
s04;568;335;17;锣
s04;679;335;17;驿
s04;698;335;18;使
s04;720;335;15;图
s04;739;334;18;砖
s04;819;335;19;果
s04;839;335;18;树
s04;859;335;20;叹
s04;880;335;17;管
s04;900;335;18;甌
s04;1123;335;15;白
s04;1142;335;18;釉
s04;1162;335;17;绿
s04;1182;335;17;彩
s04;1202;335;18;甌
s04;1291;335;20;人
s04;1313;335;17;头
s04;1333;335;18;甌
s04;1443;336;18;心
s04;1465;335;17;形
s04;1483;334;19;枪
FRAME s05
s05;137;24;24;器
s05;163;24;25;者
s05;189;24;23;列
s05;283;22;28;侖
s05;85;334;17;叶
s05;105;334;17;生
s05;125;335;17;严
s05;145;335;17;画
s05;216;334;17;冷
s05;235;334;18;暖
s05;258;334;13;自
s05;275;335;19;知
s05;297;334;16;印
s05;377;334;18;龙
s05;397;335;17;纹
s05;418;335;16;陶
s05;436;334;19;盘
s05;982;24;22;65
s05;980;334;19;舞
s05;1001;334;17;蹈
s05;1022;335;16;陶
s05;1041;335;18;簋
s05;1074;22;17;关
s05;1094;23;18;心
s05;1287;22;19;等
s05;1307;22;19;级
s05;1378;22;19;稀
s05;1398;22;19;有
s05;1418;22;19;度
s05;1478;16;32;@丿
s05;1181;22;18;焕
s05;1201;21;18;彰
s05;548;335;17;蛙
s05;568;335;17;锣
s05;679;335;17;驿
s05;698;335;18;使
s05;720;335;15;图
s05;739;334;18;砖
s05;819;335;19;果
s05;839;335;18;树
s05;859;335;20;叹
s05;880;335;17;管
s05;900;335;18;甌
s05;1123;335;15;白
s05;1142;335;18;釉
s05;1162;335;17;绿
s05;1182;335;17;彩
s05;1202;335;18;甌
s05;1291;335;20;人
s05;1313;335;17;头
s05;1333;335;18;甌
s05;1443;336;18;心
s05;1465;335;17;形
s05;1483;334;19;枪
FRAME s06
s06;137;24;24;器
s06;163;24;25;者
s06;189;24;23;列
s06;283;22;28;侖
s06;85;334;17;叶
s06;105;334;17;生
s06;125;335;17;严
s06;145;335;17;画
s06;216;334;17;冷
s06;235;334;18;暖
s06;258;334;13;自
s06;275;335;19;知
s06;297;334;16;印
s06;377;334;18;龙
s06;397;335;17;纹
s06;418;335;16;陶
s06;436;334;19;盘
s06;982;24;22;65
s06;980;334;19;舞
s06;1001;334;17;蹈
s06;1022;335;16;陶
s06;1041;335;18;簋
s06;1074;22;17;关
s06;1094;23;18;心
s06;1287;22;19;等
s06;1307;22;19;级
s06;1378;22;19;稀
s06;1398;22;19;有
s06;1418;22;19;度
s06;1478;16;32;@丿
s06;1181;22;18;焕
s06;1201;21;18;彰
s06;548;335;17;蛙
s06;568;335;17;锣
s06;679;335;17;驿
s06;698;335;18;使
s06;720;335;15;图
s06;739;334;18;砖
s06;819;335;19;果
s06;839;335;18;树
s06;859;335;20;叹
s06;880;335;17;管
s06;900;335;18;甌
s06;1123;335;15;白
s06;1142;335;18;釉
s06;1162;335;17;绿
s06;1182;335;17;彩
s06;1202;335;18;甌
s06;1291;335;20;人
s06;1313;335;17;头
s06;1333;335;18;甌
s06;1443;336;18;心
s06;1465;335;17;形
s06;1483;334;19;枪
FRAME s07
s07;137;24;24;器
s07;163;24;25;者
s07;189;24;23;列
s07;283;22;28;侖
s07;85;334;17;叶
s07;105;334;17;生
s07;125;335;17;严
s07;145;335;17;画
s07;216;334;17;冷
s07;235;334;18;暖
s07;258;334;13;自
s07;275;335;19;知
s07;297;334;16;印
s07;377;334;18;龙
s07;397;335;17;纹
s07;418;335;16;陶
s07;436;334;19;盘
s07;982;24;22;65
s07;980;334;19;舞
s07;1001;334;17;蹈
s07;1022;335;16;陶
s07;1041;335;18;簋
s07;1074;22;17;关
s07;1094;23;18;心
s07;1287;22;19;等
s07;1307;22;19;级
s07;1378;22;19;稀
s07;1398;22;19;有
s07;1418;22;19;度
s07;1478;16;32;@丿
s07;1181;22;18;焕
s07;1201;21;18;彰
s07;548;335;17;蛙
s07;568;335;17;锣
s07;678;335;18;驿
s07;698;335;18;使
s07;720;335;15;图
s07;739;334;18;砖
s07;819;335;19;果
s07;839;335;18;树
s07;859;335;20;叹
s07;880;335;17;管
s07;900;335;18;甌
s07;1123;335;15;白
s07;1142;335;18;釉
s07;1162;335;17;绿
s07;1182;335;17;彩
s07;1202;335;18;甌
s07;1291;335;20;人
s07;1313;335;17;头
s07;1333;335;18;甌
s07;1443;336;18;心
s07;1465;335;17;形
s07;1483;334;19;枪
FRAME s08
s08;137;24;24;器
s08;163;24;25;者
s08;189;24;23;列
s08;283;22;28;侖
s08;85;334;17;叶
s08;105;334;17;生
s08;125;335;17;严
s08;145;335;17;画
s08;216;334;17;冷
s08;235;334;18;暖
s08;258;334;13;自
s08;275;335;19;知
s08;297;334;16;印
s08;377;334;18;龙
s08;397;335;17;纹
s08;418;335;16;陶
s08;436;334;19;盘
s08;982;24;22;65
s08;980;334;19;舞
s08;1001;334;17;蹈
s08;1022;335;16;陶
s08;1041;335;18;簋
s08;1074;22;17;关
s08;1094;23;18;心
s08;1287;22;19;等
s08;1307;22;19;级
s08;1378;22;19;稀
s08;1398;22;19;有
s08;1418;22;19;度
s08;1478;16;32;@丿
s08;1181;22;18;焕
s08;1201;21;18;彰
s08;548;335;17;蛙
s08;568;335;17;锣
s08;679;335;17;驿
s08;698;335;18;使
s08;720;335;15;图
s08;739;334;18;砖
s08;819;335;19;果
s08;839;335;18;树
s08;859;335;20;叹
s08;880;335;17;管
s08;900;335;18;甌
s08;1123;335;15;白
s08;1142;335;18;釉
s08;1162;335;17;绿
s08;1182;335;17;彩
s08;1202;335;18;甌
s08;1291;335;20;人
s08;1313;335;17;头
s08;1333;335;18;甌
s08;1443;336;18;心
s08;1465;335;17;形
s08;1483;334;19;枪
FRAME s09
s09;137;24;24;器
s09;163;24;25;者
s09;189;24;23;列
s09;283;22;28;侖
s09;85;334;17;叶
s09;105;334;17;生
s09;125;335;17;严
s09;145;335;17;画
s09;216;334;17;冷
s09;235;334;18;暖
s09;258;334;13;自
s09;275;335;19;知
s09;297;334;16;印
s09;377;334;18;龙
s09;397;335;17;纹
s09;418;335;16;陶
s09;436;334;19;盘
s09;982;24;22;65
s09;980;334;19;舞
s09;1001;334;17;蹈
s09;1022;335;16;陶
s09;1041;335;18;簋
s09;1074;22;17;关
s09;1094;23;18;心
s09;1287;22;19;等
s09;1307;22;19;级
s09;1378;22;19;稀
s09;1398;22;19;有
s09;1418;22;19;度
s09;1478;16;32;@丿
s09;1181;22;18;焕
s09;1201;21;18;彰
s09;548;335;17;蛙
s09;568;335;17;锣
s09;679;335;17;驿
s09;698;335;18;使
s09;720;335;15;图
s09;739;334;18;砖
s09;819;335;19;果
s09;839;335;18;树
s09;859;335;20;叹
s09;880;335;17;管
s09;900;335;18;甌
s09;1123;335;15;白
s09;1142;335;18;釉
s09;1162;335;17;绿
s09;1182;335;17;彩
s09;1202;335;18;甌
s09;1291;335;20;人
s09;1313;335;17;头
s09;1333;335;18;甌
s09;1443;336;18;心
s09;1465;335;17;形
s09;1483;334;19;枪
FRAME s10
s10;137;24;24;器
s10;163;24;25;者
s10;189;24;23;列
s10;283;22;28;侖
s10;85;334;17;叶
s10;105;334;17;生
s10;125;335;17;严
s10;145;335;17;画
s10;216;334;17;冷
s10;235;334;18;暖
s10;258;334;13;自
s10;275;335;19;知
s10;297;334;16;印
s10;377;334;18;龙
s10;397;335;17;纹
s10;418;335;16;陶
s10;436;334;19;盘
s10;982;24;22;65
s10;980;334;19;舞
s10;1001;334;17;蹈
s10;1022;335;16;陶
s10;1041;335;18;簋
s10;1074;22;17;关
s10;1094;23;18;心
s10;1287;22;19;等
s10;1307;22;19;级
s10;1378;22;19;稀
s10;1398;22;19;有
s10;1418;22;19;度
s10;1478;16;32;@丿
s10;1181;22;18;焕
s10;1201;21;18;彰
s10;548;335;17;蛙
s10;568;335;17;锣
s10;679;335;17;驿
s10;698;335;18;使
s10;720;335;15;图
s10;739;334;18;砖
s10;819;335;19;果
s10;839;335;18;树
s10;859;335;20;叹
s10;880;335;17;管
s10;900;335;18;甌
s10;1123;335;15;白
s10;1142;335;18;釉
s10;1162;335;17;绿
s10;1182;335;17;彩
s10;1202;335;18;甌
s10;1291;335;20;人
s10;1313;335;17;头
s10;1333;335;18;甌
s10;1443;336;18;心
s10;1465;335;17;形
s10;1483;334;19;枪
FRAME s11
s11;137;24;24;器
s11;163;24;25;者
s11;189;24;23;列
s11;283;22;28;侖
s11;85;334;17;叶
s11;105;334;17;生
s11;125;335;17;严
s11;145;335;17;画
s11;216;334;17;冷
s11;235;334;18;暖
s11;258;334;13;自
s11;275;335;19;知
s11;297;334;16;印
s11;377;334;18;龙
s11;397;335;17;纹
s11;418;335;16;陶
s11;436;334;19;盘
s11;982;24;22;65
s11;980;334;19;舞
s11;1001;334;17;蹈
s11;1022;335;16;陶
s11;1041;335;18;簋
s11;1074;22;17;关
s11;1094;23;18;心
s11;1287;22;19;等
s11;1307;22;19;级
s11;1378;22;19;稀
s11;1398;22;19;有
s11;1418;22;19;度
s11;1478;16;32;@丿
s11;1181;22;18;焕
s11;1201;21;18;彰
s11;548;335;17;蛙
s11;568;335;17;锣
s11;679;335;17;驿
s11;698;335;18;使
s11;720;335;15;图
s11;739;334;18;砖
s11;819;335;19;果
s11;839;335;18;树
s11;859;335;20;叹
s11;880;335;17;管
s11;900;335;18;甌
s11;1123;335;15;白
s11;1142;335;18;釉
s11;1162;335;17;绿
s11;1182;335;17;彩
s11;1202;335;18;甌
s11;1291;335;20;人
s11;1313;335;17;头
s11;1333;335;18;甌
s11;1443;336;18;心
s11;1465;335;17;形
s11;1483;334;19;枪
FRAME s12
s12;137;24;24;器
s12;163;24;25;者
s12;189;24;23;列
s12;283;22;28;侖
s12;85;334;17;叶
s12;105;334;17;生
s12;125;335;17;严
s12;145;335;17;画
s12;216;334;17;冷
s12;235;334;18;暖
s12;258;334;13;自
s12;275;335;19;知
s12;297;334;16;印
s12;377;334;18;龙
s12;397;335;17;纹
s12;418;335;16;陶
s12;436;334;19;盘
s12;982;24;22;65
s12;980;334;19;舞
s12;1001;334;17;蹈
s12;1022;335;16;陶
s12;1041;335;18;簋
s12;1074;22;17;关
s12;1094;23;18;心
s12;1287;22;19;等
s12;1307;22;19;级
s12;1378;22;19;稀
s12;1398;22;19;有
s12;1418;22;19;度
s12;1478;16;32;@丿
s12;1181;22;18;焕
s12;1201;21;18;彰
s12;548;335;17;蛙
s12;568;335;17;锣
s12;679;335;17;驿
s12;698;335;18;使
s12;720;335;15;图
s12;739;334;18;砖
s12;819;335;19;果
s12;839;335;18;树
s12;859;335;20;叹
s12;880;335;17;管
s12;900;335;18;甌
s12;1123;335;15;白
s12;1142;335;18;釉
s12;1162;335;17;绿
s12;1182;335;17;彩
s12;1202;335;18;甌
s12;1291;335;20;人
s12;1313;335;17;头
s12;1333;335;18;甌
s12;1443;336;18;心
s12;1465;335;17;形
s12;1483;334;19;枪
